receta_uuid,receta_titulo,ingrediente_id,ingrediente_linea,cantidad_original,cantidad_conv,unidad,ingrediente_nombre,ingrediente_linea_limpia,ingrediente_nombre_limpio,unidad_limpia
86af71c5-e16a-11ed-bdfb-a96d6180cd25,Capón Relleno,7,½ cucharada de comino molido,½,0.5,cucharada,comino molido,1/2 cucharada de comino molido,comino molido,cucharada
86af71c5-e16a-11ed-bdfb-a96d6180cd25,Capón Relleno,8,3 huevos cocinados duros,3,3.0,,huevos cocinados duros,3 huevos cocinados duros,huevos cocinados duros,
86af71c6-e16a-11ed-abc5-a96d6180cd25,Bistec a Caballo,1,2 libra de bistec de falda y cortado en 4 porciones iguales,2,2.0,libra,bistec de falda y cortado en 4 porciones iguales,2 libra de bistec de falda y cortado en 4 porciones iguales,bistec de falda y cortado en 4 porciones iguales,libra
86af71c6-e16a-11ed-abc5-a96d6180cd25,Bistec a Caballo,2,1 ½ cucharadas de aceite de oliva,1 ½,1.5,cucharadas,aceite de oliva,1 1/2 cucharadas de aceite de oliva,aceite de oliva,cucharada
86af71c6-e16a-11ed-abc5-a96d6180cd25,Bistec a Caballo,3,1 diente de ajo picado,1,1.0,diente,ajo picado,1 diente de ajo picado,ajo picado,diente
86af71c6-e16a-11ed-abc5-a96d6180cd25,Bistec a Caballo,4,2 cucharadas de mostaza,2,2.0,cucharadas,mostaza,2 cucharadas de mostaza,mostaza,cucharada
86af71c6-e16a-11ed-abc5-a96d6180cd25,Bistec a Caballo,5,1 cucharadita de orégano seco,1,1.0,cucharadita,orégano seco,1 cucharadita de oregano seco,oregano seco,cucharadita
86af71c6-e16a-11ed-abc5-a96d6180cd25,Bistec a Caballo,6,1 cucharada de comino molido,1,1.0,cucharada,comino molido,1 cucharada de comino molido,comino molido,cucharada
86af71c6-e16a-11ed-abc5-a96d6180cd25,Bistec a Caballo,7,Sal y pimienta al gusto,,,,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,
86af71c6-e16a-11ed-abc5-a96d6180cd25,Bistec a Caballo,8,2 cucharadas de cilantro fresco picado,2,2.0,cucharadas,cilantro fresco picado,2 cucharadas de cilantro fresco picado,cilantro fresco picado,cucharada
86af71c6-e16a-11ed-abc5-a96d6180cd25,Bistec a Caballo,9,1 taza de hogao Ver la receta aquí,1,1.0,taza,hogao Ver la receta aquí,1 taza de hogao ver la receta aqui,hogao ver la receta aqui,taza
86af71c6-e16a-11ed-abc5-a96d6180cd25,Bistec a Caballo,10,4 huevos fritos,4,4.0,,huevos fritos,4 huevos fritos,huevos fritos,
86af71c7-e16a-11ed-8664-a96d6180cd25,Sopa de Lentejas y Pollo,1,1 taza de cebolla picada,1,1.0,taza,cebolla picada,1 taza de cebolla picada,cebolla picada,taza
86af71c7-e16a-11ed-8664-a96d6180cd25,Sopa de Lentejas y Pollo,2,2 dientes de ajo picados,2,2.0,dientes,ajo picados,2 dientes de ajo picados,ajo picados,diente
86af71c7-e16a-11ed-8664-a96d6180cd25,Sopa de Lentejas y Pollo,3,3 cebollas largas picadas,3,3.0,,cebollas largas picadas,3 cebollas largas picadas,cebollas largas picadas,
86af71c7-e16a-11ed-8664-a96d6180cd25,Sopa de Lentejas y Pollo,4,1 ¼ taza de lentejas secas,1 ¼,1.25,taza,lentejas secas,1 1/4 taza de lentejas secas,lentejas secas,taza
86af71c7-e16a-11ed-8664-a96d6180cd25,Sopa de Lentejas y Pollo,5,Sal y pimienta al gusto,,,,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,
86af71c7-e16a-11ed-8664-a96d6180cd25,Sopa de Lentejas y Pollo,6,1 taza de papa pelada y cortada en cubitos,1,1.0,taza,papa pelada y cortada en cubitos,1 taza de papa pelada y cortada en cubitos,papa pelada y cortada en cubitos,taza
86af71c7-e16a-11ed-8664-a96d6180cd25,Sopa de Lentejas y Pollo,7,¼ cucharadita de comino en polvo,¼,0.25,cucharadita,comino en polvo,1/4 cucharadita de comino en polvo,comino en polvo,cucharadita
86af71c7-e16a-11ed-8664-a96d6180cd25,Sopa de Lentejas y Pollo,8,2 zanahorias peladas y cortadas en cubitos,2,2.0,,zanahorias peladas y cortadas en cubitos,2 zanahorias peladas y cortadas en cubitos,zanahorias peladas y cortadas en cubitos,
86af71c7-e16a-11ed-8664-a96d6180cd25,Sopa de Lentejas y Pollo,9,2 cucharadas de pasta de tomate,2,2.0,cucharadas,pasta de tomate,2 cucharadas de pasta de tomate,pasta de tomate,cucharada
86af71c7-e16a-11ed-8664-a96d6180cd25,Sopa de Lentejas y Pollo,10,8 tazas de caldo de pollo,8,8.0,tazas,caldo de pollo,8 tazas de caldo de pollo,caldo de pollo,taza
86af71c7-e16a-11ed-8664-a96d6180cd25,Sopa de Lentejas y Pollo,11,2 pechugas de pollo grande deshuesadas y sin piel,2,2.0,,pechugas de pollo grande deshuesadas y sin piel,2 pechugas de pollo grande deshuesadas y sin piel,pechugas de pollo grande deshuesadas y sin piel,
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,1,1 cucharada de mantequilla,1,1.0,cucharada,mantequilla,1 cucharada de mantequilla,mantequilla,cucharada
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,2,1 cucharada de aceite de oliva,1,1.0,cucharada,aceite de oliva,1 cucharada de aceite de oliva,aceite de oliva,cucharada
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,3,½ taza de pimientón verde picado,½,0.5,taza,pimientón verde picado,1/2 taza de pimienton verde picado,pimienton verde picado,taza
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,4,½ taza de pimientón rojo picado,½,0.5,taza,pimientón rojo picado,1/2 taza de pimienton rojo picado,pimienton rojo picado,taza
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,5,1 taza de cebolla picada,1,1.0,taza,cebolla picada,1 taza de cebolla picada,cebolla picada,taza
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,6,2 dientes de ajo picado,2,2.0,dientes,ajo picado,2 dientes de ajo picado,ajo picado,diente
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,7,1 taza de zanahoria rallada,1,1.0,taza,zanahoria rallada,1 taza de zanahoria rallada,zanahoria rallada,taza
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,8,1 pastilla de caldo de pescado,1,1.0,,pastilla de caldo de pescado,1 pastilla de caldo de pescado,pastilla de caldo de pescado,
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,9,½ cucharadita de pimentón,½,0.5,cucharadita,pimentón,1/2 cucharadita de pimenton,pimenton,cucharadita
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,10,4 tazas de crema de leche,4,4.0,tazas,crema de leche,4 tazas de crema de leche,crema de leche,taza
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,11,"1 lata 13,5 oz de leche de coco",1,1.0,lata,"13,5 oz de leche de coco","1 lata 13,5 oz de leche de coco","13,5 oz de leche de coco",lata
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,12,⅓ taza de vino blanco,⅓,0.3333333333,taza,vino blanco,1/3 taza de vino blanco,vino blanco,taza
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,13,2 libras de camarones jumbo pelados y limpios,2,2.0,libras,camarones jumbo pelados y limpios,2 libras de camarones jumbo pelados y limpios,camarones jumbo pelados y limpios,libras
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,14,12 almejas littleneck limpias,12,12.0,,almejas littleneck limpias,12 almejas littleneck limpias,almejas littleneck limpias,
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,15,2 libras de pescado cortado en trozos,2,2.0,libras,pescado cortado en trozos,2 libras de pescado cortado en trozos,pescado cortado en trozos,libras
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,16,1 cucharada de cilantro fresco picado,1,1.0,cucharada,cilantro fresco picado,1 cucharada de cilantro fresco picado,cilantro fresco picado,cucharada
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,17,1 cucharada de perejil fresco picado,1,1.0,cucharada,perejil fresco picado,1 cucharada de perejil fresco picado,perejil fresco picado,cucharada
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,18,1 cucharada de pasta de tomate,1,1.0,cucharada,pasta de tomate,1 cucharada de pasta de tomate,pasta de tomate,cucharada
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,1,3 pechugas de pollo con hueso 8 y muslos de pollo o las piernas,3,3.0,,pechugas de pollo con hueso 8 y muslos de pollo o las piernas,3 pechugas de pollo con hueso 8 y muslos de pollo o las piernas,pechugas de pollo con hueso 8 y muslos de pollo o las piernas,
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,2,½ taza de salsa de aliños ver receta aquí,½,0.5,taza,salsa de aliños ver receta aquí,1/2 taza de salsa de alinos ver receta aqui,salsa de alinos ver receta aqui,taza
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,3,7 tazas de agua,7,7.0,tazas,agua,7 tazas de agua,agua,taza
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,4,3 cucharadas de aceite vegetal,3,3.0,cucharadas,aceite vegetal,3 cucharadas de aceite vegetal,aceite vegetal,cucharada
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,5,1 taza de tomates frescos picados,1,1.0,taza,tomates frescos picados,1 taza de tomates frescos picados,tomates frescos picados,taza
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,6,5 cebollas largas picadas,5,5.0,,cebollas largas picadas,5 cebollas largas picadas,cebollas largas picadas,
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,7,2 dientes de ajo picados,2,2.0,dientes,ajo picados,2 dientes de ajo picados,ajo picados,diente
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,8,1 pimentón rojo pequeño cortado en cubitos,1,1.0,,pimentón rojo pequeño cortado en cubitos,1 pimenton rojo pequeno cortado en cubitos,pimenton rojo pequeno cortado en cubitos,
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,9,1 cucharadita de polvo de achiote,1,1.0,cucharadita,polvo de achiote,1 cucharadita de polvo de achiote,polvo de achiote,cucharadita
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,10,Sal al gusto,,,,Sal al gusto,sal al gusto,sal al gusto,
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,11,½ cucharadita de comino molido,½,0.5,cucharadita,comino molido,1/2 cucharadita de comino molido,comino molido,cucharadita
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,12,Pimienta molida fresca,,,,Pimienta molida fresca,pimienta molida fresca,pimienta molida fresca,
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,13,¼ taza de cilantro fresco picado,¼,0.25,taza,cilantro fresco picado,1/4 taza de cilantro fresco picado,cilantro fresco picado,taza
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,14,2 chorizos desmenuzados,2,2.0,,chorizos desmenuzados,2 chorizos desmenuzados,chorizos desmenuzados,
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,15,2 tazas de arroz blanco,2,2.0,tazas,arroz blanco,2 tazas de arroz blanco,arroz blanco,taza
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,16,2 tazas de papas peladas y cortadas en 1 y ½ pulgadas piezas,2,2.0,tazas,papas peladas y cortadas en 1 y ½ pulgadas piezas,2 tazas de papas peladas y cortadas en 1 y 1/2 pulgadas piezas,papas peladas y cortadas en 1 y 1/2 pulgadas piezas,taza
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,17,3 cucharadas de cilantro fresco picado para adornar,3,3.0,cucharadas,cilantro fresco picado para adornar,3 cucharadas de cilantro fresco picado para adornar,cilantro fresco picado para adornar,cucharada
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,1,4 cucharadas de mantequilla,4,4.0,cucharadas,mantequilla,4 cucharadas de mantequilla,mantequilla,cucharada
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,2,½ taza de cebolla finamente picada,½,0.5,taza,cebolla finamente picada,1/2 taza de cebolla finamente picada,cebolla finamente picada,taza
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,3,1 pimentón rojo pequeño picado,1,1.0,,pimentón rojo pequeño picado,1 pimenton rojo pequeno picado,pimenton rojo pequeno picado,
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,4,2 cebollas largas picadas,2,2.0,,cebollas largas picadas,2 cebollas largas picadas,cebollas largas picadas,
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,5,1 zanahoria grande pelada y rallada,1,1.0,,zanahoria grande pelada y rallada,1 zanahoria grande pelada y rallada,zanahoria grande pelada y rallada,
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,6,¼ cucharadita de comino molido,¼,0.25,cucharadita,comino molido,1/4 cucharadita de comino molido,comino molido,cucharadita
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,7,¼ cucharadita de achiote molido o color,¼,0.25,cucharadita,achiote molido o color,1/4 cucharadita de achiote molido o color,achiote molido o color,cucharadita
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,8,2 papas amarillas peladas y cortadas en trozos,2,2.0,,papas amarillas peladas y cortadas en trozos,2 papas amarillas peladas y cortadas en trozos,papas amarillas peladas y cortadas en trozos,
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,9,4 tazas de caldo de pollo,4,4.0,tazas,caldo de pollo,4 tazas de caldo de pollo,caldo de pollo,taza
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,10,2 pechugas de pollo cortada en cubitos,2,2.0,,pechugas de pollo cortada en cubitos,2 pechugas de pollo cortada en cubitos,pechugas de pollo cortada en cubitos,
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,11,2 cucharadas de pasta de tomate,2,2.0,cucharadas,pasta de tomate,2 cucharadas de pasta de tomate,pasta de tomate,cucharada
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,12,2 mazorcas de maíz cortadas en trozos o granos,2,2.0,,mazorcas de maíz cortadas en trozos o granos,2 mazorcas de maiz cortadas en trozos o granos,mazorcas de maiz cortadas en trozos o granos,
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,13,2 tazas de leche de coco,2,2.0,tazas,leche de coco,2 tazas de leche de coco,leche de coco,taza
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,14,½ taza de crema de leche,½,0.5,taza,crema de leche,1/2 taza de crema de leche,crema de leche,taza
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,15,1 taza de arvejas,1,1.0,taza,arvejas,1 taza de arvejas,arvejas,taza
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,16,Sal y pimienta al gusto,,,,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,17,Cilantro fresco picado para servir,,,,Cilantro fresco picado para servir,cilantro fresco picado para servir,cilantro fresco picado para servir,
86af71cb-e16a-11ed-bab4-a96d6180cd25,Sopa de Arroz y Frijoles,1,½ libra de frijoles canarios secos remojados durante la noche,½,0.5,libra,frijoles canarios secos remojados durante la noche,1/2 libra de frijoles canarios secos remojados durante la noche,frijoles canarios secos remojados durante la noche,libra
86af71cb-e16a-11ed-bab4-a96d6180cd25,Sopa de Arroz y Frijoles,2,1 taza de salsa aliños ver receta aquí,1,1.0,taza,salsa aliños ver receta aquí,1 taza de salsa alinos ver receta aqui,salsa alinos ver receta aqui,taza
86af71cb-e16a-11ed-bab4-a96d6180cd25,Sopa de Arroz y Frijoles,3,8 tazas de caldo de carne o vegetales,8,8.0,tazas,caldo de carne o vegetales,8 tazas de caldo de carne o vegetales,caldo de carne o vegetales,taza
86af71cb-e16a-11ed-bab4-a96d6180cd25,Sopa de Arroz y Frijoles,4,½ taza de arroz crudo enjuagado y escurrido,½,0.5,taza,arroz crudo enjuagado y escurrido,1/2 taza de arroz crudo enjuagado y escurrido,arroz crudo enjuagado y escurrido,taza
86af71cb-e16a-11ed-bab4-a96d6180cd25,Sopa de Arroz y Frijoles,5,2 zanahorias medianas peladas y rebanadas,2,2.0,,zanahorias medianas peladas y rebanadas,2 zanahorias medianas peladas y rebanadas,zanahorias medianas peladas y rebanadas,
86af71cb-e16a-11ed-bab4-a96d6180cd25,Sopa de Arroz y Frijoles,6,½ cucharadita de comino molido,½,0.5,cucharadita,comino molido,1/2 cucharadita de comino molido,comino molido,cucharadita
86af71cb-e16a-11ed-bab4-a96d6180cd25,Sopa de Arroz y Frijoles,7,½ taza de hogao vea la receta aquí,½,0.5,taza,hogao vea la receta aquí,1/2 taza de hogao vea la receta aqui,hogao vea la receta aqui,taza
86af71cb-e16a-11ed-bab4-a96d6180cd25,Sopa de Arroz y Frijoles,8,Sal y pimienta a su gusto,,,,Sal y pimienta a su gusto,sal y pimienta a su gusto,sal y pimienta a su gusto,
86af71cb-e16a-11ed-bab4-a96d6180cd25,Sopa de Arroz y Frijoles,9,Cilantro fresco,,,,Cilantro fresco,cilantro fresco,cilantro fresco,
86af71cb-e16a-11ed-bab4-a96d6180cd25,Sopa de Arroz y Frijoles,10,Chorizo cocido para servir opcional,,,,Chorizo cocido para servir opcional,chorizo cocido para servir opcional,chorizo cocido para servir opcional,
86af71cc-e16a-11ed-8af4-a96d6180cd25,Sopa de Arroz con Carne en Polvo,1,¾ de taza de arroz sin cocinar,¾,0.75,,de taza de arroz sin cocinar,3/4 de taza de arroz sin cocinar,de taza de arroz sin cocinar,
86af71cc-e16a-11ed-8af4-a96d6180cd25,Sopa de Arroz con Carne en Polvo,2,1 taza de salsa de aliños ver receta aquí,1,1.0,taza,salsa de aliños ver receta aquí,1 taza de salsa de alinos ver receta aqui,salsa de alinos ver receta aqui,taza
86af71cc-e16a-11ed-8af4-a96d6180cd25,Sopa de Arroz con Carne en Polvo,3,1 cucharadita de comino molido,1,1.0,cucharadita,comino molido,1 cucharadita de comino molido,comino molido,cucharadita
86af71cc-e16a-11ed-8af4-a96d6180cd25,Sopa de Arroz con Carne en Polvo,4,1 cucharadita de achiote molido o sazón con color,1,1.0,cucharadita,achiote molido o sazón con color,1 cucharadita de achiote molido o sazon con color,achiote molido o sazon con color,cucharadita
86af71cc-e16a-11ed-8af4-a96d6180cd25,Sopa de Arroz con Carne en Polvo,5,8 tazas de caldo de pollo o carne de res,8,8.0,tazas,caldo de pollo o carne de res,8 tazas de caldo de pollo o carne de res,caldo de pollo o carne de res,taza
86af71cc-e16a-11ed-8af4-a96d6180cd25,Sopa de Arroz con Carne en Polvo,6,2 papas peladas y cortadas en cubitos,2,2.0,,papas peladas y cortadas en cubitos,2 papas peladas y cortadas en cubitos,papas peladas y cortadas en cubitos,
86af71cc-e16a-11ed-8af4-a96d6180cd25,Sopa de Arroz con Carne en Polvo,7,1 taza de zanahorias peladas y cortadas en cubitos,1,1.0,taza,zanahorias peladas y cortadas en cubitos,1 taza de zanahorias peladas y cortadas en cubitos,zanahorias peladas y cortadas en cubitos,taza
86af71cc-e16a-11ed-8af4-a96d6180cd25,Sopa de Arroz con Carne en Polvo,8,1 taza de arvejas frescas o congeladas,1,1.0,taza,arvejas frescas o congeladas,1 taza de arvejas frescas o congeladas,arvejas frescas o congeladas,taza
86af71cc-e16a-11ed-8af4-a96d6180cd25,Sopa de Arroz con Carne en Polvo,9,¼ taza de cilantro finamente picado,¼,0.25,taza,cilantro finamente picado,1/4 taza de cilantro finamente picado,cilantro finamente picado,taza
86af71cc-e16a-11ed-8af4-a96d6180cd25,Sopa de Arroz con Carne en Polvo,10,Sal y pimienta al gusto,,,,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,
86af71cc-e16a-11ed-8af4-a96d6180cd25,Sopa de Arroz con Carne en Polvo,11,1 taza de salsa de hogao ver receta aquí,1,1.0,taza,salsa de hogao ver receta aquí,1 taza de salsa de hogao ver receta aqui,salsa de hogao ver receta aqui,taza
86af71cc-e16a-11ed-8af4-a96d6180cd25,Sopa de Arroz con Carne en Polvo,12,Carne en polvo ver receta aquí,,,,Carne en polvo ver receta aquí,carne en polvo ver receta aqui,carne en polvo ver receta aqui,
86af71cd-e16a-11ed-b708-a96d6180cd25,Sopa de Arroz con Pollo,1,8 muslos de pollo o 4 pechugas,8,8.0,,muslos de pollo o 4 pechugas,8 muslos de pollo o 4 pechugas,muslos de pollo o 4 pechugas,
86af71cd-e16a-11ed-b708-a96d6180cd25,Sopa de Arroz con Pollo,2,7 tazas de agua,7,7.0,tazas,agua,7 tazas de agua,agua,taza
86af71cd-e16a-11ed-b708-a96d6180cd25,Sopa de Arroz con Pollo,3,1 tableta de caldo de pollo,1,1.0,,tableta de caldo de pollo,1 tableta de caldo de pollo,tableta de caldo de pollo,
